PJB ID,Document Body
PJB 2476,"<p>September 17, 1969</p><p>Dear sir,</p><p>May I have a reply to my letters of August 9 and September 10 concerning copies of my birth certificate?</p><p>The check my secretary enclosed has been cleared on August 22 by my bank, but i haven't received the copies of the birth Certificate.</p><p>For information, the birth certificate is for Horace Julian Bond, botn Januaray 14, 1940, at Hubbard Hospital, Mehaary Medical School, Nashville. My parents are Dr. Horace Mann Bond and Mrs. Julia Washington Bond.</p><p>Please send the copies to my office at 361 Lee Street, SW, Atlanta, Georgia 30310</p><p>Sincerely,</p><p>Julian Bond</p><p>Office of the Clerk <br/>Burreau of Vitai Statistics<br/>Davidson County Deparment of Health <br/>Nashville, Tennessee</p><p>Thanks to FromThePage transcription contributors: Zachary Busch Carlos Perez</p>"
PJB 2453,"<p>June 4, 1969</p><p>Dear Mr. Halladay,</p><p>It was kind of you to write.<br/>Although we did not have the opportunity to visit last<br/>month, your Committee made me most welcome.  I just wanted<br/>to say how much I appreciated the courtesies extended on<br/>your campus.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. D. Whitney Halladay<br/>President<br/>East Texas State University<br/>East Texas Station<br/>Commerce, Texas 75428</p><p>Thanks to FromThePage transcription contributors: DAHaraldson Carlos Perez</p>"
PJB 1816,"<p>June 12, 1968</p><p>Mr. David Lee Molpus<br/>Vice-President<br/>Young Democrats Club<br/>1318 Willow Avenue<br/>Louisville, Kentucky  40204</p><p>Dear Mr. Molpus:</p><p>Thank you very much for your kind invitation. Actually, I hate to make engagements that far in advance.</p><p>Could I give you a general acceptance, and ask you to contact me in late August about a specific date? If that won't do, write me back immediately and we can try to be more specific.</p><p>Sincerely,</p><p>Julian Bond</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1835,"<p>June 27, 1968</p><p>Dear David,</p><p>What's going on? Nothing at all here. I am just about to wrap up eight weeks of loafing at the expense of the Southern Regional Council and am looking around for more to do.</p><p>The speeches are starting to dry up a bit, and are not coming as quickly or as rewardingly. However, I still keep my head above water as best I can.</p><p>Will you get back this way anytime soon? Let me know.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. David Pearson<br/>312 Minorca Avenue<br/>Coral Gables, Florida  33134</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2466,"<p>September 10, 1969</p><p>Dear Mr. Weinberger,</p><p>Thank you for your letter and the informati  on about Mr. Burge.   I knew retail credit had a bad reputation, but you have documented the case against them - and Mr. Burge - a great deal better than I had seen it done before.</p><p>I will see what can be done about him.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. David P. Weinberger</p><p>128 C Street Northeast #55</p><p>Washington, D.  C.  20002</p><p>Thanks to FromThePage transcription contributors: Greg14 Carlos Perez</p>"
PJB 1789,"<p>May 15, 1968</p><p>Captain Dennis C. McMahon<br/>Headquarters<br/>Marine Corps Base<br/>Quantico, Virginia  22134</p><p>Dear Captain McMahon:</p><p>I am pleased to send you my recollections of Private James W. Webb, II.</p><p>When I knew him during his association with the Southern Christian Leadership Conference in Selma, Alabama, I was impressed with his sincerity and devotion to the cause he represented.</p><p>His efforts were then directed toward urging greater citizen participation in government and in bringing into the arena of civic affairs persons heretofore ignored by governmental officials.</p><p>He performed his job well and seemed to me to represent well the best in today's youth.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:ph</p><p>Thanks to FromThePage transcription contributors: Carlos Perez esh999</p>"
PJB 1744,"<p>June 3, 1968</p><p>Director of Admissions<br/>Yale University Law School<br/>Yale University<br/>New Haven, Connecticut</p><p>Dear sir:</p><p>I am writing to recommend Mr. J. Otis Cochran of Atlanta as a student at Yale Law School.</p><p>I have been associated with him over the past five years in various civic and political undertakings. I have always found him to be courageous, diligent and honest in all of his activities.</p><p>He has demonstrated an unusual commitment to community affairs and the struggle for civil rights, probably to the detriment of his scholastic record. He has involved himself...to his credit...in every progressive movement here, but has always been guided by discretion and a militant caution.</p><p>He deserves every consideration your office can offer him. I am sure he will make the sort of student that you will be proud of, and will use his training to better his community and his nation.</p><p>Sincerely,</p><p>Julian Bond<br/></p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1743,"<p>June 3, 1968</p><p>Dr. Donald Hertzberg<br/>Eagleston Institute<br/>Rutgers University<br/>New Brunswick, New Jersey</p><p>Dear Dr. Hertzberg:</p><p>I am writing to recommen<strike>t</strike>d Mr. J. Otis Cochran of Atlanta as a student at the Eagleston Institute.</p><p>I have been associated with him over the past five years in various civic and political undertakings. I have always found him to be courageous, diligent and honest in all of his activities.</p><p>He has demonstrated an unusual commitment to community affairs and the struggle for civil rights, probably to the detriment of his scholastic record. He has involved himself..to his credit...in every progressive movement here, but has always been guided by discretion and a militant caution.</p><p>He deserves every consideration your office can offer him. I am sure he will make the sort of student that you will be proud of, and will use his training to better his community and his nation.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2452,"<p>June 4, 1969</p><p>Dear Mr. Farwell,</p><p>It was kind of you to write.<br/>I am sorry we did not have the opportunity to visit last<br/>month, but your Committee and students made me most<br/>welcome.  I just wanted to say how much I appreciated<br/>the many courtsies extended to me on your campus.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. E.D. Farwell<br/>President<br/>Luther College<br/>Decorah, Iowa 52101</p><p>Thanks to FromThePage transcription contributors: DAHaraldson Carlos Perez</p>"
PJB 2486,"<p>September 22, 1969</p><p>Dear Mr. Nixon</p><p>Thank you for your invitation to speak in Montgomery in October.</p><p>Right now it looks as if I am scheduled to be in St. Louis on October 26.</p><p>Best wishes,</p><p>Julian Bond</p><p>Mr. E. D Nixon <br/>352 Dexter Avenue - Room 1<br/>Montgomery, Alabama</p><p>Thanks to FromThePage transcription contributors: Zachary Busch Carlos Perez</p>"
PJB 2423,"<p>May 27, 1969</p><p>Dear Mr. Spear,</p><p>I am sorry to be so slow<br/>in replying to your letter of invitation, but I<br/>have been out of the city this past week.  I<br/>should like very much tomeet with your group,<br/>but I will be leaving Bridgeport immediately<br/>after the Commencement exercises, and flying<br/>to Illinois for a six p.m. speech.</p><p>Thank you for your interest.</p><p>Best wishes,</p><p>Julian Bond</p><p>E. Eugene Spear, Esquire<br/>Attorney at Law,<br/>Merchang, Melville &amp; Spear<br/>1115 Man Street<br/>Bridgeport, Connecticut 06603</p><p>b</p><p>Thanks to FromThePage transcription contributors: DAHaraldson Carlos Perez</p>"
PJB 2427,"<p>office at 361 Lee St SW</p><p>May 28, 1969</p><p>Dear Earl,</p><p>A quick note to ask<br/>whether you have ever entertained the idea of<br/>getting into the weekly newspaper game.</p><p>Think about it.</p><p>Julian Bond</p><p>Mr. Earl Graves<br/>Suite 1605<br/>270 Madison Avenue<br/>New York, N.Y.</p><p>nb</p><p>Thanks to FromThePage transcription contributors: DAHaraldson Carlos Perez</p>"
PJB 1788,"<p>May 15, 1968</p><p>Attorney Edward Taylor<br/>1122 North Gordon<br/>Hollywood, California</p><p>Dear Mr. Taylor:</p><p>Please forgive me for not holding up my end of our correspondence.  I have been in and out of Atlanta two and three times every week.  Additionally, my family has been blessed with a new addition, a son, born three weeks ago.  I am also working now and that keeps me quite busy.</p><p>But I am still here, and am preparing now - fund raising and so on - for an attempt at re-election.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:ph</p><p>Thanks to FromThePage transcription contributors: Carlos Perez esh999</p>"
PJB 1795,"<p>May 24, 1968</p><p>Attorney Edward Taylor<br/>1122 North Gordon<br/>Hollywood, California  90038</p><p>Dr Mr. Taylor:</p><p>Thanks for your last letter.  I do indeed need campaign funds, and am willing to accept them from any source, with this understanding that the funds purchase material needed in my re-election campaign and not ""me"".</p><p>Negroes are not used to giving money to politicians and my constituents are so poor--the mean family income if $2,500 annually--that they cannot support a campaign either.  My campaigns in the past have cost about $3,500 each.  The figure includes two general mailings, about $500 each, as well as posters, leaflets and the services of one full time person for about two months.  Not very much by Presidential standards, or even California state legislature standards, but quite a sum for me to raise locally.  My campaign fund is established as:</p><p>The Julian Bond Campaign Fund<br/>c/o Attorney Howard Moore<br/>859½ Hunter Street, NW<br/>Atlanta, Georgia  30314</p><p>Check may be made payable to The Julian Bond Campaign Fund.</p><p>My job is rather interesting and I like it a great deal.  It allows me to dig into political races across the South and to increase my own awareness about different conditions in different areas.  It is certainly good to hear from you again.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:h</p><p>Thanks to FromThePage transcription contributors: Carlos Perez esh999</p>"
PJB 734,"<p>February 8, 1967</p><p>Mr. Edwin L. Swain, Director<br/>State Merit System<br/>Room 572, State Office Building<br/>244 Washington Street, S. W.<br/>Atlanta, Georgia</p><p>Dear Mr. Swain:</p><p>It has been my pleasure to regularly receive the listings from your office of State jobs available through the Merit System.</p><p>I wonder if I might ask you to add the names and addresses of the Placement Officers of the various Negro colleges in Georgia to your mailing list of regular recipients of this vital information. Or perhaps they already receive these lists.</p><p>If not, they are:</p><p></p><table class=""tabular""><thead><br/><tr><th>Placement Officer</th> <th>Placement Officer</th> <th>Placement Officer<br/></th></tr></thead> <tbody> <tr><td>Morehouse College</td> <td>Spelman College</td> <td>Fort Valley State College</td> </tr> <tr><td>Atlanta, Georgia</td> <td>Atlanta, Georgia</td> <td>Fort Valley, Georgia</td> </tr> <tr><td>Placement Officer</td> <td>Placement Officer</td> <td></td> </tr> <tr><td>Clark College</td> <td>Atlanta University</td> <td></td> </tr> <tr><td>Atlanta, Georgia</td> <td>Atlanta, Georgia</td> <td></td> </tr> <tr><td>Placement Officer</td> <td>Placement Officer</td> <td></td> </tr> <tr><td>Morris Brown College</td> <td>Albany State College</td> <td></td> </tr> <tr><td>Atlanta, Georgia</td> <td>Albany, Georgia</td> <td></td> </tr> <tr><td>Placement Officer</td> <td>Placement Officer</td> <td></td> </tr> <tr><td>Savannah State College</td> <td>Paine College</td> <td></td> </tr> <tr><td>Savannah, Georgia</td> <td>Augusta, Georgia</td> <td></td> </tr> </tbody> </table> I am sure this is one way the State will be able to insure it will get the best qualified personnel in all State departments.<p>By the way, does the Merit System ever advertise job listings in newspapers? If so, have you ever considered any of Atlanta's three Negro newspapers or the Negro newspaper in Albany and Macon?</p><p>Sincerely,<br/>Julian Bond</p><p>JB:mlj<br/>cc: Mr. Jesse Hill, Jr.</p><p>Thanks to FromThePage transcription contributors: Jannyp Hana Suliman</p>"
